"NE Name","Slot ID","Board Name","Port","Input Power(dBm)","Reference Input Power(dBm)","Input Power Reference Value Time","Input Power State","Reference Input Power Lower Threshold(dBm)","Reference Input Power Upper Threshold(dBm)","Input Power Lower Threshold(dBm)","Min. Value of Input Power Lower Threshold(dBm)","Max. Value of Input Power Lower Threshold(dBm)","Input Power Upper Threshold(dBm)","Min. Value of Input Power Upper Threshold(dBm)","Max. Value of Input Power Upper Threshold(dBm)","Max. Pump Output Power(dBm)","Min. Pump Output Power(dBm)","Output Power(dBm)","Reference Output Power(dBm)","Output Power Reference Value Time","Output Power State","Output Power Lower Threshold(dBm)","Output Power Upper Threshold(dBm)","Reference Output Power Lower Threshold(dBm)","Reference Output Power Upper Threshold(dBm)","Input Power Lower Threshold Default Value(dBm)","Input Power Upper Threshold Default Value(dBm)","CFP/LANE Input Power Lower Threshold Default Value(dBm)","CFP/LANE Input Power Upper Threshold Default Value(dBm)"
PUCON-WDM-R03A,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,/,/,/,-,-,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-7,F1EMR8,9(IN/OUT A VILLARRICA VIA FO MOVISTAR),-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,/,/,/,-,-,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PUCON-WDM-R03A,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-2,F3LDX,1(IN1/OUT1 A PITRUFQUEN-WDM-R03 MR8 S7 A4/D4 HACIA GORBEA),"	-8.3","	-8.3",2022-08-11 20:40:46,Normal,"	-11.3","	-3.3","	-16.0",-,-,"	-1.0",-,-,-,-,"	-1.8",/,/,/,"	-3.0",3.0,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-2,F3LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-2,F3LDX,3(IN3/OUT3),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-2,F3LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-2,F3LDX,5(RX1/TX1 ACSR-950D-A1-GOR-ZCO-PITRUFQUEN-AR420 Gi0/3/0),"	-6.6","	-6.1",2022-08-30 11:16:26,Normal,"	-9.1","	-1.1","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.1",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-2,F3LDX,6(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-7,B1SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
PITRUFQUEN-WDM-R03B,Shelf0(subrack)-7,B1SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-1,F2LDX,1(IN1/OUT1 A S7 MR8 A2/D2 HACIA LAUTARO PCS),/,"	-8.3",2021-01-14 03:33:37 DST,/,"	-11.3","	-3.3",/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-1,F2LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-1,F2LDX,3(IN3/OUT3 A S7 MR8 A3/D3 HACIA VICTORIA),/,"	-8.5",2021-01-14 03:33:37 DST,/,"	-11.5","	-3.5",/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-1,F2LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-1,F2LDX,5(RX1/TX1 PB PE RAN LAUTARO PCS --- PE2-CORE-TEMUCO TE 0/10/0/21),/,"	-6.3",2021-01-14 03:33:37 DST,/,"	-9.3","	-1.3",/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-1,F2LDX,6(RX2/TX2 PB PE RAN VICTORIA --- PE2-CORE TEMUCO 0/10/0/12),/,"	-5.2",2021-01-14 03:33:37 DST,/,"	-8.2","	-0.2",/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2 A S7 MR8 A1/D1 HACIA TRAIGUEN),"	-10.8","	-10.8",2022-04-05 00:27:35,Normal,"	-13.8","	-5.8","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PB1 PE RAN TRAIGUEN -- PE2 CORE TEMUCO GE 0/0/0/9),"	-8.6","	-8.6",2022-04-05 00:27:35,Normal,"	-11.6","	-3.6","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-5.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),4(RX2/TX2 PB2 PE RAN TRAIGUEN -- PE2 CORE TEMUCO GE 0/0/0/10),"	-7.5","	-7.5",2022-04-05 00:27:35,Normal,"	-10.5","	-2.5","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-5.5",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),5(RX3/TX3 PB3 PE RAN TRAIGUEN -- PE2 CORE TEMUCO GE 0/0/0/11),"	-7.2","	-7.3",2022-04-05 00:27:35,Normal,"	-10.3","	-2.3","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),6(RX4/TX4 PB4 PE RAN TRAIGUEN -- PE2 CORE TEMUCO GE 0/0/0/12),"	-6.8","	-6.8",2022-04-05 00:27:35,Normal,"	-9.8","	-1.8","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-5.8",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),7(RX5/TX5 PB1 PERAN 8KM14 TRAIGUEN PE2 CORE TEMUCO Gi 0/1/11),"	-7.1","	-7.1",2022-04-05 00:27:35,Normal,"	-10.1","	-2.1","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.4",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),8(RX6/TX6 PB2 PERAN 8KM14 TRAIGUEN PE2 CORE TEMUCO Gi 0/1/12),"	-7.9","	-8.0",2022-04-05 00:27:35,Normal,"	-11.0","	-3.0","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.4",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),9(RX7/TX7 PB3 PERAN 8KM14 TRAIGUEN PE2 CORE TEMUCO Gi 0/1/13),"	-8.3","	-8.3",2022-04-05 00:27:35,Normal,"	-11.3","	-3.3","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),10(RX8/TX8 S1-9306-TEMUCO GE6/0/45 -- PRINCIPAL S1-53-TRAIGUEN),"	-5.2","	-5.2",2021-06-24 00:29:16,Normal,"	-8.2","	-0.2","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-3,F3LDX,1(IN1/OUT1 A MR8 S7 A6/D6 HACIA TRAIGUEN),"	-9.9",/,/,/,/,/,"	-16.0",-,-,"	-1.0",-,-,-,-,0.1,/,/,/,"	-3.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-3,F3LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-3,F3LDX,3(IN3/OUT3 A MR8 S7 A7/D7 HACIA TRAIGUEN),"	-9.4",/,/,/,/,/,"	-16.0",-,-,"	-1.0",-,-,-,-,"	-1.6",/,/,/,"	-3.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-3,F3LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-3,F3LDX,5(RX1/TX1 PB1 PE RAN 8K14 TRAIGUEN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-3,F3LDX,6(RX2/TX2 PB2 PE RAN 8K14 TRAIGUEN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-4,F2OBU,1(IN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-4,F2OBU,2(OUT RACK 5  ODF 5 FO18 TX HACIA TRAIGUEN GTD FOOTELCO_010103001),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-6,F2OBU,1(IN),"	-20.3","	-20.9",2021-02-02 14:15:50 DST,Normal,"	-23.9","	-15.9","	-32.0","	-60.0",60.0,"	-2.0","	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,/,/,/,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-7,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04B,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-1,F2LDX,1(IN1/OUT1 A S7 MR8 A2/D2 HACIA LAUTARO PCS),"	-6.2","	-6.5",2021-01-14 12:55:38 DST,Normal,"	-9.7","	-1.7","	-16.0",-,-,"	-2.0",-,-,-,-,0.6,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-1,F2LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-1,F2LDX,3(IN3/OUT3  A S7 MR8 A3/D3 HACIA LAUTARO PCS),"	-4.8","	-6.5",2021-01-14 12:55:38 DST,Normal,"	-7.2",0.8,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-1,F2LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-1,F2LDX,5(RX1/TX1 PA PE RAN LAUTARO PCS --- PE1-CORE-TEMUCO  TE 0/12/0/4),"	-6.3","	-6.3",2021-01-14 12:55:38 DST,Normal,"	-9.3","	-1.3","	-12.6","	-16.6",0.5,"	-0.5","	-16.6",0.5,-,-,"	-3.4",/,/,/,"	-9.2",1.5,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-1,F2LDX,6(RX2/TX2 PA PE RAN VICTORIA --- PE1-CORE-TEMUCO  TE 0/12/0/5),"	-6.1","	-6.0",2021-01-14 12:55:38 DST,Normal,"	-8.6","	-0.6","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.5",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2 A S7 MR8 A1/D1 HACIA VICTORIA VIA LAUTARO PCS),"	-7.3",/,/,/,/,/,"	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),4(RX2/TX2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),5(RX3/TX3),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),6(RX4/TX4),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),7(RX5/TX5 PA3 PE RAN TRAIGUEN --- PE CORE TEMUCO GE 0/0/1/11),"	-7.4",/,/,/,/,/,"	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-5.7",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),8(RX6/TX6 PA4 PE RAN TRAIGUEN --- PE CORE TEMUCO GE 0/0/1/12),"	-7.8",/,/,/,/,/,"	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-5.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),9(RX7/TX7 PA2 PE RAN TRAIGUEN --- PE CORE TEMUCO GE 0/0/1/10),"	-6.1",/,/,/,/,/,"	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-2,F2ELOM(STND),10(RX8/TX8 PA1 PE RAN TRAIGUEN --- PE CORE TEMUCO GE 0/0/1/9),"	-7.1",/,/,/,/,/,"	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-3,F3LDX,1(IN1/OUT1 A MR8 S7 A6/D6 HACIA TRAIGUEN),"	-5.3",/,/,/,/,/,"	-16.0",-,-,"	-1.0",-,-,-,-,"	-0.9",/,/,/,"	-3.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-3,F3LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-3,F3LDX,3(IN3/OUT3 A MR8 S7 A7/D7 HACIA TRAIGUEN),"	-5.2",/,/,/,/,/,"	-16.0",-,-,"	-1.0",-,-,-,-,0.2,/,/,/,"	-3.0",3.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-3,F3LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-3,F3LDX,5(RX1/TX1 PA1 PE RAN 8KM14 TRAIGUEN PE1-CORE-TEMUCO GE 0/12/0/10),"	-6.4",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-3,F3LDX,6(RX2/TX2 PA2 PE RAN 8KM14 TRAIGUEN PE1-CORE-TEMUCO GE 0/12/0/11),"	-7.5",/,/,/,/,/,"	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.1",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-6,F2OBU,1(IN),/,/,/,/,/,/,/,/,/,/,/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-7,F1EMR8,9(IN/OUT  RACK 5  ODF 1 FO 39 TX HACIA LAUTARO PCS),-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,/,/,/,-,-,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TEMUCO-WDM-CR04A,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-1,F2LDX,1(IN1 A S7 MR8 D2 / OUT1 A TRAIGUEN-WDM-CR04A S7 MR8 A2),"	-9.2","	-8.9",2021-01-21 11:07:57 DST,Normal,"	-11.9","	-3.9","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-1,F2LDX,3(IN3  A TRAIGUEN-WDM-CR04A S7 MR8 D2 / OUT3 A S7 MR8 A2),"	-7.3","	-9.2",2021-01-21 11:07:57 DST,Normal,"	-12.2","	-4.2","	-16.0",-,-,"	-2.0",-,-,-,-,0.4,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),1(IN1/OUT1 A MR8 S7 A1/D1 HACIA TEMUCO),"	-7.0","	-8.3",2021-01-21 11:07:40 DST,Normal,"	-11.3","	-3.3","	-16.0",-,-,"	-2.0",-,-,-,-,0.5,/,/,/,"	-2.0",3.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),3(RX1/TX1 PB1 PE RAN TRAIGUEN GE 2/0/4),"	-7.6","	-7.6",2022-04-04 16:27:12,Normal,"	-10.6","	-2.6","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),4(RX2/TX2 PB2 PE RAN TRAIGUEN GE 2/0/5),"	-7.6","	-7.6",2022-04-04 16:27:12,Normal,"	-10.6","	-2.6","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-5.8",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),5(RX3/TX3 PB3 PE RAN TRAIGUEN GE 2/0/6),"	-6.7","	-6.7",2022-04-04 16:27:12,Normal,"	-9.7","	-1.7","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),6(RX4/TX4 PB4 PE RAN TRAIGUEN GE 2/0/7),"	-6.2","	-6.2",2022-04-04 16:27:12,Normal,"	-9.2","	-1.2","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.0",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),7(RX5/TX5 PB1 PE RAN 8KM14 TRAIGUEN GI 0/3/0),"	-7.0","	-6.9",2022-04-04 16:27:12,Normal,"	-9.9","	-1.9","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.6",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),8(RX6/TX6 PB2 PE RAN 8KM14 TRAIGUEN GI 0/3/1),"	-6.9","	-7.1",2022-04-04 16:27:12,Normal,"	-10.1","	-2.1","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.2",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),9(RX7/TX7 PB3 PE RAN 8KM14 TRAIGUEN GI 0/3/2),"	-6.4","	-6.3",2022-04-04 16:27:12,Normal,"	-9.3","	-1.3","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.1",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-2,F2ELOM(STND),10(RX8/TX8 PRINCIPAL S1-53-TRAIGUEN GE 1/0/3),"	-8.0","	-8.0",2022-04-04 16:27:12,Normal,"	-11.0","	-3.0","	-20.0","	-24.0","	-2.0","	-3.0","	-24.0","	-2.0",-,-,"	-6.4",/,/,/,"	-10.0","	-2.0",-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-3,F3LDX,1(IN1/OUT1 A MR8 S7 A6/D6 HACIA TEMUCO),"	-7.8","	-7.9",2022-01-19 16:18:02 DST,Normal,"	-10.9","	-2.9","	-16.0",-,-,"	-1.0",-,-,-,-,"	-2.2",/,/,/,"	-3.0",3.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-3,F3LDX,2(IN2/OUT2),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-3,F3LDX,3(IN3/OUT3 A MR8 S7 A7/D7 HACIA TEMUCO),"	-9.9","	-9.9",2022-01-19 16:18:02 DST,Normal,"	-12.9","	-4.9","	-16.0",-,-,"	-1.0",-,-,-,-,"	-0.7",/,/,/,"	-3.0",3.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-3,F3LDX,4(IN4/OUT4),/,/,/,/,/,/,/,-,-,/,-,-,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-3,F3LDX,5(RX1/TX1 PB1 PE RAN 8KM14 TRAIGUEN TE 0/2/0),"	-6.1","	-6.0",2022-01-19 16:18:02 DST,Normal,"	-9.0","	-1.0","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-3,F3LDX,6(RX2/TX2 PB2 PE RAN 8KM14 TRAIGUEN TE 0/2/1),"	-6.1","	-6.1",2022-01-19 16:18:02 DST,Normal,"	-9.1","	-1.1","	-14.4","	-18.4",0.5,"	-0.5","	-18.4",0.5,-,-,"	-3.7",/,/,/,"	-7.0",0.0,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-4,F2OBU,1(IN),"	-5.2","	-5.2",2021-02-01 14:54:26 DST,Normal,"	-8.2","	-0.2","	-32.0",/,/,"	-2.0",/,/,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-4,F2OBU,2(OUT TX HACIA TEMUCO GTD FOOTELCO_010103001),-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,/,/,/,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-6,F2OBU,1(IN),"	-20.9","	-23.5",2021-02-02 14:16:31 DST,Warning Alert,"	-26.5","	-18.5","	-32.0","	-60.0",60.0,"	-2.0","	-60.0",60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-6,F2OBU,2(OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,/,/,/,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-7,F1EMR8,9(IN/OUT),-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,/,/,/,-,-,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-8,F3SCC,1(RM1/TM1),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
TRAIGUEN-WDM-CR04B,Shelf0(subrack)-8,F3SCC,2(RM2/TM2),/,/,/,/,/,/,/,/,/,/,/,/,-,-,/,/,/,/,/,/,-,-,-,-,-,-
